title,country,director,actor_1,actor_2,ratingKP
Армия мертвецов,США,Зак Снайдер,Дэйв Батиста,Элла Пернелл,5.881
Зеркало,СССР,Андрей Тарковский,Маргарита Терехова,Олег Янковский,8.053
Руби Спаркс,США,Джонатан Дэйтон,Пол Дано,Зои Казан,7.216
Изображая жертву,Россия,Кирилл Серебренников,Юрий Чурсин,Виталий Хаев,7.175
Мне не больно,Россия,Алексей Балабанов,Рената Литвинова,Алена Баркова,7.125
Мафия: Игра на выживание,Россия,Сарик Андреасян,Виктор Вержбицкий,Вениамин Смехов,5.228
Агент Джонни Инглиш: Перезагрузка,Великобритания,Оливер Паркер,Роуэн Эткинсон,Джиллиан Андерсон,6.586
Совершенный мир,США,Клинт Иствуд,Кевин Костнер,Клинт Иствуд,7.955
Пока ты спал,США,Джон Тёртлтауб,Сандра Буллок,Билл Пуллман,7.536
Женитьба Бальзаминова,СССР,Константин Воинов,Георгий Вицин,Людмила Шагалова,7.947
Зубная фея,США,Майкл Лембек,Дуэйн Джонсон,Эшли Джадд,6.104
Старый Генри,США,Потси Пончироли,Тим Блейк Нельсон,Скотт Хэйз,7.053
Покорители волн,США,Майкл Аптед,Джерард Батлер,Джонни Уэстон,7.809
Банши Инишерина,Великобритания,Мартин Макдона,Колин Фаррелл,Брендан Глисон,7.499
Сердце Ангела,Великобритания,Алан Паркер,Микки Рурк,Роберт Де Ниро,7.502
"Люблю тебя, чувак",США,Джон Гамбург,Пол Радд,Джейсон Сигел,6.996
Не отпускай меня,Великобритания,Марк Романек,Кэри Маллиган,Эндрю Гарфилд,6.999
Убей своих любимых,США,Джон Крокидас,Дэниэл Рэдклифф,Дэйн ДеХаан,7.002
Писатели свободы,Германия,Ричард ЛаГравенес,Хилари Суэнк,Скотт Гленн,8.044
Ханна. Совершенное оружие,США,Джо Райт,Сирша Ронан,Кейт Бланшетт,6.132
"Прощай, детка, прощай",США,Бен Аффлек,Кейси Аффлек,Мишель Монахэн,7.336
История о супружестве,Великобритания,Ноа Баумбак,Скарлетт Йоханссон,Адам Драйвер,7.554
Спящие,США,Барри Левинсон,Кевин Бейкон,Роберт Де Ниро,7.866
Договор молчания,США,Робин Пронт,Николай Костер-Вальдау,Калеб Эллсворт-Кларк,6.513
Очень страшное кино 5,США,Малкольм Д. Ли,Эшли Тисдейл,Саймон Рекс,4.282
Ночь страха,США,Крэйг Гиллеспи,Колин Фаррелл,Антон Ельчин,6.55
Селфи,Россия,Николай Хомерики,Константин Хабенский,Юлия Хлынина,5.98
Кандагар,Россия,Андрей Кавун,Александр Балуев,Владимир Машков,6.862
Ангелы Чарли,США,Элизабет Бэнкс,Кристен Стюарт,Наоми Скотт,5.569
Никто не выжил,США,Рюхэй Китамура,Люк Эванс,Аделаида Клеменс,6.188
Герой,Китай,Чжан Имоу,Джет Ли,Тони Люн Чу Вай,7.918
Из моего окна,Испания,Марсаль Форес,Клара Галле,Хулио Пенья Фернандес,6.058
Семейка Тененбаум,США,Уэс Андерсон,Джин Хэкмен,Анжелика Хьюстон,7.416
Шальная карта,США,Саймон Уэст,Джейсон Стэйтем,Майкл Ангарано,5.713
Осень в Нью-Йорке,США,Джоан Чэнь,Ричард Гир,Вайнона Райдер,7.379
Касабланка,США,Майкл Кёртиц,Хамфри Богарт,Ингрид Бергман,8.025
Эйфель,Франция,Мартин Бурбулон,Ромен Дюрис,Эмма Маки,7.075
Чокнутый профессор,США,Том Шэдьяк,Эдди Мерфи,Джада Пинкетт Смит,6.538
Даун Хаус,Россия,Роман Качанов,Фёдор Бондарчук,Иван Охлобыстин,7.315
Горец,Великобритания,Рассел Малкэй,Кристофер Ламберт,Роксанна Харт,7.422
Кудряшка Сью,США,Джон Хьюз,Элисан Портер,Джеймс Белуши,7.628
Мученицы,Франция,Паскаль Ложье,Морьяна Алауи,Милен Джампаной,6.433
Мэри Поппинс возвращается,США,Роб Маршалл,Эмили Блант,Лин-Мануэль Миранда,6.729
Опустевший город,США,Майк Байндер,Адам Сэндлер,Дон Чидл,7.634
Тот ещё Карлосон!,Россия,Сарик Андреасян,Михаил Галустян,Федор Смирнов,2.618
Страна ОЗ,Россия,Василий Сигарев,Яна Троянова,Гоша Куценко,6.584
27 свадеб,США,Энн Флетчер,Кэтрин Хайгл,Джеймс Марсден,6.911
Столкновение с бездной,США,Мими Ледер,Роберт Дювалл,Теа Леони,7.054
Спасибо деду за победу,Россия,Теймураз Тания,Егор Бероев,Ксения Алферова,7.437
